Project County,Project City,Gas Utility,Electric Utility,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Location_1_latitude,Location_1_Longitude,Project Completion Year,Project Completion Month,Project Completion Day,Age of Home
Broome,Conklin,New York State Electric & Gas,New York State Electric & Gas,7764.0,Propane,1988,896,1,Home Performance,Mobile,Building Shell,269.0,12.0,6.0014148779611505,0,42.0737105,-75.8181345,2023,4,27,35
Onondaga,Syracuse,National Grid,National Grid,12315.0,Natural Gas,1901,856,1,Home Performance,Single Family,Building Shell,0.0,36.0,5.981414211254481,0,43.0650476,-76.1505831,2022,6,16,121
Niagara,Niagara Falls,National Fuel Gas Distribution,National Grid,6389.0,Natural Gas,1930,864,1,Home Performance,Single Family,Building Shell,442.0,16.0,5.288267030694535,0,43.090764,-78.96109,2022,12,22,92
Genesee,Leroy,Rochester Gas & Electric,National Grid,883.0,Natural Gas,1958,1088,1,Home Performance,Single Family,Building Shell,395.0,3.0,4.30406509320417,0,42.976665,-77.987555,2023,3,9,65
Oneida,Whitesboro,National Grid,National Grid,5389.0,Natural Gas,1920,814,1,Home Performance,Single Family,Building Shell,1316.0,16.0,5.8971538676367405,0,43.120445,-75.29465,2023,6,1,103
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,12857.0,Natural Gas,1946,1023,1,Home Performance,Single Family,Building Shell,-123.0,51.0,6.139884552226255,0,43.181935,-77.60976,2023,5,25,77
Erie,Cheektowaga,National Fuel Gas Distribution,New York State Electric & Gas,10000.0,Natural Gas,1940,1120,1,Home Performance,Single Family,Building Shell,410.0,42.0,6.018593214496234,0,42.884806082,-78.750933104,2022,4,5,82
Erie,Angola,National Fuel Gas Distribution,National Grid,2650.0,Natural Gas,1952,1050,1,Home Performance,Single Family,Building Shell,44.0,15.0,4.9344739331306915,0,42.6206618,-79.0914797,2023,3,9,71
Herkimer,Frankfort,National Grid,Municipal,11424.0,Natural Gas,1939,1656,1,Home Performance,Single Family,Building Shell,398.0,43.0,6.192362489474872,0,43.033565,-75.068965,2023,3,7,84
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5944.0,Natural Gas,1953,1456,1,Home Performance,Single Family,Building Shell,-635.0,23.0,4.836281906951478,0,43.25403,-77.613775,2023,6,8,70
Broome,Endicott,New York State Electric & Gas,Municipal,8442.0,Natural Gas,1930,2264,1,Home Performance,Single Family,Building Shell,249.0,40.0,5.981414211254481,0,42.110115,-76.032545,2022,11,8,92
Oneida,Utica,National Grid,National Grid,7514.0,Natural Gas,1918,2300,1,Home Performance,Single Family,Building Shell,1555.0,35.0,6.3561076606958915,0,43.1010822,-75.2472726,2023,5,2,105
Queens,Queens,Consolidated Edison,Consolidated Edison,7280.0,Natural Gas,1957,1930,1,Home Performance,Single Family,Building Shell,2147.0,20.0,6.546785410760524,0,40.76331,-73.778385,2023,1,25,66
Oneida,Whitesboro,National Grid,National Grid,6304.0,Natural Gas,1921,950,1,Home Performance,Single Family,Building Shell,208.0,20.0,5.488937726156687,0,43.120445,-75.29465,2022,3,1,101
Kings,Brooklyn,National Grid,Consolidated Edison,4972.0,Natural Gas,1937,2760,3,Home Performance,Single Family,Building Shell,510.0,17.0,5.929589143389895,0,40.640195,-74.01736,2022,5,12,85
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,10329.0,Natural Gas,1936,1804,1,Home Performance,Single Family,Building Shell,439.0,30.0,5.739792912179234,0,43.13596,-77.64898,2022,11,8,86
Ulster,Kingston,Central Hudson Gas & Electric,Central Hudson Gas & Electric,8409.0,Natural Gas,1952,2070,1,Home Performance,Single Family,Building Shell,510.0,54.0,6.854354502255021,0,41.93112,-74.002205,2022,12,6,70
Broome,Endicott,New York State Electric & Gas,New York State Electric & Gas,8359.0,Natural Gas,1958,1030,1,Home Performance,Single Family,Building Shell,1081.0,24.0,5.8998973535824915,0,42.110115,-76.032545,2023,5,4,65
Erie,Buffalo,National Fuel Gas Distribution,National Grid,2466.0,Natural Gas,1953,1764,1,Home Performance,Single Family,Building Shell,75.0,19.0,5.153291594497779,0,42.9797911,-78.8560887,2022,7,12,69
Oneida,Verona,National Grid,National Grid,5684.0,Natural Gas,1933,1254,1,Home Performance,Single Family,Building Shell,0.0,18.0,5.293304824724492,0,43.13375,-75.58285,2022,4,5,89
Steuben,Savona,New York State Electric & Gas,New York State Electric & Gas,10803.0,Natural Gas,1989,1036,1,Home Performance,Mobile,Building Shell,387.0,28.0,5.786897381366708,0,42.2844594,-77.2163307,2023,2,23,34
Queens,Queens,National Grid,Consolidated Edison,6014.0,Natural Gas,1930,1568,1,Home Performance,Single Family,Building Shell,309.0,42.0,6.568077911411976,0,40.665955,-73.77108,2022,7,5,92
Erie,Buffalo,National Fuel Gas Distribution,National Grid,9763.0,Natural Gas,1926,1916,1,Home Performance,Single Family,Building Shell,49.0,37.0,5.796057750765372,0,42.9797911,-78.8560887,2023,4,13,97
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4465.0,Natural Gas,1929,1536,1,Home Performance,Single Family,Building Shell,332.0,14.0,5.099866427824199,0,42.820135,-78.82654,2022,10,4,93
Cattaraugus,Olean,National Fuel Gas Distribution,National Grid,6799.0,Natural Gas,1934,1620,1,Home Performance,Single Family,Building Shell,564.0,32.0,5.8377304471659395,0,42.080465,-78.433915,2023,4,6,89
Queens,Queens,National Grid,Consolidated Edison,9885.0,Natural Gas,1946,2298,1,Home Performance,Single Family,Building Shell,510.0,51.0,6.80903930604298,0,40.665955,-73.77108,2022,4,12,76
Albany,Albany,National Grid,National Grid,10315.0,Natural Gas,1944,1840,1,Home Performance,Single Family,Building Shell,124.0,52.0,6.302618975744905,0,42.67892,-73.737,2023,5,25,79
Chautauqua,Jamestown,National Fuel Gas Distribution,Municipal,895.0,Natural Gas,1958,1344,1,Home Performance,Single Family,Building Shell,252.0,2.0,3.1780538303479458,0,42.099115,-79.238355,2022,12,20,64
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,7253.0,Natural Gas,1939,1861,1,Home Performance,Single Family,Building Shell,0.0,28.0,5.5053315359323625,0,43.2141056,-77.4345478,2022,3,24,83
Monroe,Hamlin,Rochester Gas & Electric,National Grid,7191.0,Natural Gas,1930,1120,1,Home Performance,Single Family,Building Shell,693.0,11.0,5.236441962829949,0,43.2885292,-77.9161451,2023,5,26,93
Chemung,Elmira,New York State Electric & Gas,New York State Electric & Gas,10133.0,Natural Gas,1930,1690,1,Home Performance,Single Family,Building Shell,61.0,30.0,5.726847747587197,0,42.09461,-76.804665,2023,4,6,93
Broome,Endicott,New York State Electric & Gas,New York State Electric & Gas,9295.0,Natural Gas,1908,1974,1,Home Performance,Single Family,Building Shell,82.0,42.0,2.8903717578961645,0,42.110115,-76.032545,2023,5,10,115
Queens,Queens,National Grid,Consolidated Edison,9077.0,Oil,1951,2640,1,Home Performance,Single Family,Building Shell,944.0,40.0,7.001245622069476,0,40.68532,-73.8514,2022,12,8,71
Chemung,Erin,New York State Electric & Gas,New York State Electric & Gas,9419.0,Propane,1995,1120,1,Home Performance,Mobile,Building Shell,994.0,24.0,6.499787040655854,0,42.1850916,-76.667975,2022,4,27,27
Chautauqua,Falconer,National Fuel Gas Distribution,New York State Electric & Gas,8918.0,Natural Gas,1981,920,1,Home Performance,Mobile,Building Shell,523.0,28.0,5.537334267018537,0,42.120305,-79.20028,2022,12,1,41
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,18960.0,Natural Gas,1930,1344,1,Home Performance,Single Family,Building Shell,2484.0,68.0,6.742880635791903,0,43.165865,-77.56504,2023,6,13,93
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2228.0,Natural Gas,1961,1480,1,Home Performance,Single Family,Building Shell,1667.0,2.0,5.198497031265826,0,43.25403,-77.613775,2023,1,25,62
Oneida,Utica,National Grid,National Grid,4813.0,Natural Gas,1916,2304,1,Home Performance,Single Family,Building Shell,0.0,25.0,5.60947179518496,0,43.09528,-75.22754,2022,3,18,106
Kings,Brooklyn,National Grid,Consolidated Edison,7189.0,Natural Gas,1942,1520,1,Home Performance,Single Family,Building Shell,510.0,44.0,6.668228248417403,0,40.644345,-73.905535,2022,1,6,80
Onondaga,Manlius,National Grid,National Grid,8566.0,Oil,1929,1824,1,Home Performance,Single Family,Building Shell,494.0,30.0,6.51471269087253,0,43.003055,-75.98119,2022,3,18,93
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,5401.0,Natural Gas,1962,2220,1,Home Performance,Single Family,Building Shell,779.0,15.0,5.940171252720432,0,40.882775,-73.90477,2022,4,12,60
Kings,Queens,National Grid,Consolidated Edison,7922.0,Natural Gas,1954,1104,1,Home Performance,Single Family,Building Shell,286.0,44.0,6.616065185132817,0,40.700525,-73.90017,2022,12,13,68
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,586.0,Natural Gas,1956,980,1,Home Performance,Single Family,Building Shell,368.0,0.0,3.688879454113936,0,43.165865,-77.56504,2022,1,18,66
Chenango,Plymouth,New York State Electric & Gas,New York State Electric & Gas,6747.0,Propane,1986,910,1,Home Performance,Mobile,Building Shell,6.0,11.0,5.820082930352362,0,42.6867323,-75.7302451,2023,3,28,37
Broome,Vestal,New York State Electric & Gas,New York State Electric & Gas,8169.0,Electric,1957,1768,1,Home Performance,Single Family,Building Shell,410.0,52.0,6.331501849893691,0,42.089923,-76.0047944,2022,2,3,65
Oswego,Fulton,National Grid,National Grid,17402.0,Propane,1999,1680,1,Home Performance,Mobile,Building Shell,1132.0,18.0,6.398594934535208,0,43.325035,-76.41174,2023,1,17,24
Kings,Brooklyn,National Grid,Consolidated Edison,4956.0,Natural Gas,1970,1020,1,Home Performance,Single Family,Building Shell,0.0,17.0,5.552959584921617,0,40.660715,-73.915265,2022,1,25,52
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,5439.0,Oil,1966,1300,1,Home Performance,Single Family,Building Shell,657.0,21.0,5.996452088619021,0,42.9355,-76.56687,2022,7,12,56
Herkimer,Frankfort,National Grid,Municipal,9261.0,Oil,1897,3283,1,Home Performance,Single Family,Building Shell,240.0,60.0,7.476472381163905,0,43.033565,-75.068965,2023,3,31,126
Oneida,Chadwicks,National Grid,National Grid,7038.0,Natural Gas,1899,3424,2,Home Performance,Single Family,Building Shell,402.0,61.0,6.523562306149512,0,43.0246135,-75.268584,2023,5,23,124
Cayuga,Moravia,New York State Electric & Gas,New York State Electric & Gas,3475.0,Propane,1983,904,1,Home Performance,Mobile,Building Shell,301.0,19.0,6.12029741895095,0,42.71018,-76.42126,2022,2,3,39
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,4637.0,Natural Gas,1943,1352,1,Home Performance,Single Family,Building Shell,254.0,19.0,5.402677381872279,0,42.9355,-76.56687,2023,3,9,80
Niagara,Barker,New York State Electric & Gas,New York State Electric & Gas,2842.0,Natural Gas,1929,2432,1,Home Performance,Single Family,Building Shell,190.0,29.0,5.746203190540153,0,43.33009,-78.55375,2022,9,15,93
Erie,Depew,National Fuel Gas Distribution,New York State Electric & Gas,8149.0,Natural Gas,1914,1152,1,Home Performance,Single Family,Building Shell,369.0,27.0,5.7430031878094825,0,42.90153,-78.693005,2023,6,1,109
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,6254.0,Natural Gas,1927,1344,1,Home Performance,Single Family,Building Shell,0.0,31.0,5.62040086571715,0,43.146805,-77.556265,2022,5,12,95
Chemung,Erin,New York State Electric & Gas,New York State Electric & Gas,12260.0,Natural Gas,1993,908,1,Home Performance,Mobile,Building Shell,425.0,43.0,6.747586526829315,0,42.1850916,-76.667975,2022,10,18,29
Erie,Buffalo,National Fuel Gas Distribution,National Grid,14056.0,Natural Gas,1958,1440,1,Home Performance,Single Family,Building Shell,-117.0,63.0,6.269096283706261,0,42.93241,-78.80886,2022,6,30,64
Suffolk,Shirley,National Grid,Long Island Power Authority,18859.0,Oil,1948,1829,1,Home Performance,Single Family,Building Shell,451.0,31.0,6.756932389247553,0,40.801335,-72.86778,2023,5,23,75
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,12221.0,Natural Gas,1939,2292,1,Home Performance,Single Family,Building Shell,510.0,59.0,6.354370040797351,0,43.21119,-77.696605,2022,1,27,83
Queens,Queens,National Grid,Consolidated Edison,4169.0,Natural Gas,1949,1426,1,Home Performance,Single Family,Building Shell,707.0,17.0,6.021023349349527,0,40.675365,-73.75155,2022,6,3,73
Washington,Salem,New York State Electric & Gas,New York State Electric & Gas,15826.0,Oil,1971,3200,1,Home Performance,Single Family,Heating and Cooling,2746.0,38.0,6.945051063725834,0,43.17353,-73.327715,2022,3,3,51
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,17490.0,Natural Gas,1916,1308,1,Home Performance,Single Family,Building Shell,971.0,44.0,6.331501849893691,0,43.181935,-77.60976,2023,5,16,107
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,559.0,Natural Gas,1975,4000,1,Electric Reduction,Single Family,Building Shell,294.0,2.0,3.828641396489095,0,43.13596,-77.64898,2023,2,2,48
Onondaga,Clay,National Grid,National Grid,10451.0,Natural Gas,1923,980,1,Home Performance,Single Family,Building Shell,794.0,29.0,6.025865973825314,0,43.1635353,-76.1433636,2023,3,9,100
Chautauqua,Frewsburg,National Fuel Gas Distribution,National Grid,8409.0,Kerosene,1943,2080,1,Home Performance,Single Family,Building Shell,510.0,46.0,7.293697720601438,0,42.0556941,-79.1591019,2022,6,28,79
Kings,Brooklyn,National Grid,Consolidated Edison,10913.0,Natural Gas,1936,1305,1,Home Performance,Single Family,Building Shell,303.0,66.0,6.992096427415888,0,40.61463,-73.923985,2022,12,6,86
Washington,Fort Edward,National Grid,National Grid,9954.0,Natural Gas,1951,1036,1,Home Performance,Single Family,Building Shell,353.0,35.0,6.0473721790462776,0,43.2702767,-73.5839133,2023,4,11,72
Ontario,Shortsville,Rochester Gas & Electric,Rochester Gas & Electric,14155.0,Propane,1987,1068,1,Home Performance,Mobile,Building Shell,1348.0,32.0,6.9985096422506015,0,42.95523,-77.22575,2023,5,30,36
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1803.0,Natural Gas,1955,800,1,Home Performance,Single Family,Building Shell,0.0,4.0,3.6635616461296463,0,42.977785,-78.816145,2022,5,12,67
Oswego,Schroeppel,National Grid,National Grid,10685.0,Natural Gas,1936,1236,1,Home Performance,Single Family,Building Shell,250.0,77.0,6.774223886357614,0,43.259840831,-76.241118225,2023,1,25,87
Allegany,Wellsville,National Fuel Gas Distribution,Municipal,19628.0,Natural Gas,1917,2128,2,Home Performance,Single Family,Building Shell,742.0,101.0,6.803505257608338,0,42.12311,-77.94936,2022,10,13,105
Saratoga,Ballston Spa,National Grid,National Grid,9998.0,Propane,1993,1456,1,Home Performance,Mobile,Building Shell,450.0,36.0,6.853299093186078,0,43.006105,-73.851605,2022,4,12,29
Madison,Leonardsville,New York State Electric & Gas,New York State Electric & Gas,8124.0,Kerosene,1985,806,1,Home Performance,Mobile,Building Shell,385.0,46.0,7.163946684342547,0,42.808975,-75.252735,2023,3,14,38
Erie,Buffalo,National Fuel Gas Distribution,National Grid,3372.0,Natural Gas,1939,2896,1,Home Performance,Single Family,Building Shell,-859.0,23.0,4.532599493153256,0,42.9174001,-78.852226,2023,2,14,84
St. Lawrence,Ogdensburg,Saint Lawrence Gas,National Grid,3958.0,Propane,1993,1330,1,Home Performance,Mobile,Building Shell,189.0,43.0,7.451241684987676,0,44.69457,-75.48625,2023,6,20,30
Jefferson,Dexter,National Grid,National Grid,4804.0,Natural Gas,1935,1092,1,Home Performance,Single Family,Building Shell,0.0,32.0,5.846438775057725,0,44.00736,-76.044555,2022,6,7,87
Rensselaer,Rensselaer,National Grid,National Grid,9967.0,Natural Gas,1947,2400,2,Home Performance,Single Family,Building Shell,595.0,19.0,5.641907070938114,0,42.6169324,-73.7295697,2023,1,5,76
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,1380.0,Natural Gas,1958,3040,1,Home Performance,Single Family,Building Shell,269.0,2.0,4.532599493153256,0,40.892595,-73.85024,2023,4,11,65
Saratoga,Clifton Park,National Grid,National Grid,5486.0,Natural Gas,1968,1890,1,Home Performance,Single Family,Building Shell,1016.0,28.0,6.068425588244111,0,42.838995,-73.743245,2022,1,25,54
Kings,Brooklyn,National Grid,Consolidated Edison,6829.0,Natural Gas,1956,1870,1,Home Performance,Single Family,Building Shell,3387.0,36.0,7.173958319756794,0,40.626385,-73.942945,2023,3,21,67
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,7240.0,Natural Gas,1959,1104,1,Home Performance,Single Family,Building Shell,809.0,31.0,5.8664680569332965,0,43.2141056,-77.4345478,2022,10,25,63
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4280.0,Natural Gas,1934,2329,1,Home Performance,Single Family,Building Shell,67.0,7.0,4.189654742026425,0,42.9152,-78.89393,2023,2,14,89
Cayuga,Moravia,New York State Electric & Gas,New York State Electric & Gas,6771.0,Oil,1870,2527,1,Home Performance,Single Family,Building Shell,0.0,26.0,6.1463292576688975,0,42.71018,-76.42126,2022,6,21,152
Madison,Brookfield,New York State Electric & Gas,New York State Electric & Gas,13070.0,Wood,1883,2976,1,Home Performance,Single Family,Building Shell,1048.0,102.0,7.155396301896734,0,42.8477968,-75.388239,2022,3,22,139
Oneida,Lee Center,National Grid,Municipal,10873.0,Oil,1959,1767,1,Home Performance,Single Family,Heating and Cooling,69.0,34.0,6.626717749249025,0,43.302289,-75.5188154,2022,11,29,63
Ontario,Canandaigua,Rochester Gas & Electric,Rochester Gas & Electric,15247.0,Propane,1971,1588,1,Home Performance,Single Family,Building Shell,-713.0,33.0,6.818924065275521,0,42.885965,-77.27875,2023,3,7,52
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,5352.0,Natural Gas,1954,1130,1,Home Performance,Single Family,Building Shell,208.0,17.0,5.278114659230517,0,42.9355,-76.56687,2022,1,4,68
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4112.0,Natural Gas,1950,1693,1,Home Performance,Single Family,Building Shell,516.0,20.0,5.420534999272286,0,43.13596,-77.64898,2023,1,31,73
Cortland,Cincinnatus,New York State Electric & Gas,New York State Electric & Gas,7834.0,Coal,1943,1470,1,Home Performance,Single Family,Building Shell,0.0,67.0,6.670766320845874,0,42.5418885,-75.9017453,2022,3,8,79
Kings,Brooklyn,National Grid,Consolidated Edison,1616.0,Natural Gas,1975,800,1,Electric Reduction,Single Family,Building Shell,1491.0,2.0,5.877735781779639,0,40.6636308,-73.95541,2023,5,4,48
Onondaga,Kirkville,National Grid,National Grid,17278.0,Oil,1949,1222,1,Home Performance,Single Family,Building Shell,-13264.0,170.0,7.194436851100335,0,43.0884549,-75.9840646,2022,5,24,73
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1130.0,Natural Gas,1922,1536,1,Home Performance,Single Family,Building Shell,0.0,4.0,3.5263605246161616,0,42.90832,-78.83677,2022,1,13,100
Herkimer,Frankfort,National Grid,Municipal,6442.0,Natural Gas,1958,1626,1,Home Performance,Single Family,Building Shell,0.0,13.0,4.9344739331306915,0,43.033565,-75.068965,2022,2,22,64
Onondaga,Clay,National Grid,National Grid,6187.0,Natural Gas,1943,1668,1,Home Performance,Single Family,Building Shell,352.0,20.0,5.545177444479562,0,43.1635353,-76.1433636,2023,4,11,80
Seneca,Waterloo,New York State Electric & Gas,New York State Electric & Gas,7821.0,Natural Gas,1950,1823,1,Home Performance,Single Family,Building Shell,919.0,23.0,5.811140992976701,0,42.9013852,-76.8627782,2023,2,21,73
