Total Project Cost,Size Of Home,size_of_home_flag,Number Of Units,Location_1_latitude,Location_1_Longitude,Project Completion Date,Job Type,Type Of Dwelling,Pre-Retrofit Home Heating Fuel Type,Year Home Built
508.0,800,0,1,40.95863,-73.87898,2019-06-13,Electric Reduction,Single Family,Natural Gas,
1062.0,2684,0,1,42.9817,-76.3405,2019-04-25,Home Performance,Single Family,Oil,1841
3926.0,1528,0,1,42.7427462,-75.1777558,2019-02-25,Home Performance,Single Family,Oil,1921
6896.0,1035,0,1,43.09528,-75.22754,2018-02-22,Home Performance,Single Family,Natural Gas,
7687.0,1148,0,1,43.21118,-75.458425,2019-02-21,Home Performance,Single Family,Natural Gas,1956
6502.0,1140,0,1,42.39448,-77.691555,2018-11-12,Home Performance,Mobile,Pellets,1993
2860.0,1300,0,1,42.945525,-78.887125,2019-02-18,Home Performance,Single Family,Natural Gas,1933
959.0,2062,0,1,43.165865,-77.56504,2019-06-24,Home Performance,Single Family,Natural Gas,
3266.0,1388,0,1,40.709695,-73.73622,2018-09-27,Home Performance,Single Family,Natural Gas,1951
2239.0,1740,0,1,43.11215,-75.274725,2019-05-31,Home Performance,Single Family,Natural Gas,
3099.0,1734,0,1,43.165865,-77.56504,2018-04-20,Home Performance,Single Family,Natural Gas,1914
5475.0,1100,0,1,43.165865,-77.56504,2019-05-02,Home Performance,Single Family,Natural Gas,
522.0,1172,0,1,42.771715,-73.67628,2018-07-13,Electric Reduction,Single Family,Natural Gas,
480.0,882,0,1,40.874915,-73.867125,2019-06-13,Electric Reduction,Single Family,Natural Gas,
3931.0,1361,0,1,43.21119,-77.696605,2019-01-15,Home Performance,Single Family,Natural Gas,
4331.0,4000,0,1,43.457085,-76.499485,2019-04-25,Home Performance,Single Family,Natural Gas,
535.0,800,0,1,40.65926,-73.88949,2018-02-06,Electric Reduction,Single Family,Natural Gas,
1289.0,1364,0,1,43.11215,-75.274725,2019-07-15,Home Performance,Single Family,Natural Gas,
3736.0,1403,0,1,43.1010822,-75.2472726,2018-07-23,Home Performance,Single Family,Natural Gas,
4098.0,1311,0,1,40.665955,-73.77108,2019-06-21,Home Performance,Single Family,Natural Gas,1987
6708.0,1216,0,1,43.0519908,-75.4951511,2018-09-11,Home Performance,Mobile,Propane,1998
12213.0,2048,0,1,42.168955,-78.38971,2019-06-21,Home Performance,Single Family,Coal,1961
3136.0,1920,0,1,43.21902,-78.39127,2018-04-27,Home Performance,Single Family,Propane,2010
1242.0,1080,0,1,42.9681916,-78.7376476,2019-02-25,Home Performance,Single Family,Natural Gas,1975
600.0,896,0,1,40.874915,-73.867125,2019-07-15,Electric Reduction,Single Family,Natural Gas,
3687.0,988,0,1,43.140465,-78.885555,2018-04-27,Home Performance,Single Family,Natural Gas,
1908.0,2000,0,1,44.468365,-75.230485,2018-04-06,Home Performance,Single Family,Oil,2008
2165.0,2041,0,1,40.660715,-73.915265,2018-02-12,Home Performance,Single Family,Natural Gas,2009
4766.0,864,0,1,40.815645,-73.001045,2018-05-01,Home Performance,Single Family,Oil,1942
2662.0,1454,0,1,43.18518,-76.29835,2018-09-24,Home Performance,Mobile,Propane,1965
6416.0,1423,0,1,43.33471,-73.678785,2019-05-06,Home Performance,Single Family,Kerosene,1965
9012.0,1312,0,1,40.714205,-73.766845,2019-05-14,Home Performance,Single Family,Natural Gas,
6969.0,2300,0,1,40.84058,-73.883295,2018-05-01,Home Performance,Single Family,Oil,1928
5518.0,904,0,1,42.8753602,-78.8019756,2018-03-02,Home Performance,Single Family,Natural Gas,1969
4454.0,1092,0,1,40.6564179,-73.5841658,2019-05-14,Home Performance,Single Family,Oil,1956
5450.0,1260,0,1,43.0975,-77.618575,2019-08-20,Home Performance,Single Family,Natural Gas,1957
6576.0,1050,0,1,43.325035,-76.41174,2018-07-05,Home Performance,Mobile,Natural Gas,2000
5234.0,882,0,1,43.16379,-77.62659,2018-12-10,Home Performance,Single Family,Natural Gas,1941
637.0,800,0,1,41.11271,-74.069045,2019-06-03,Home Performance,Single Family,Electric,2011
2728.0,1100,0,1,43.045125,-76.24271,2018-03-23,Home Performance,Single Family,Natural Gas,1946
4110.0,924,0,1,42.6206618,-79.0914797,2018-12-06,Home Performance,Mobile,Natural Gas,1981
5933.0,2616,0,1,42.1333701,-73.88897,2019-08-05,Home Performance,Single Family,Oil,1954
8551.0,2000,0,1,42.93241,-78.80886,2019-07-26,Home Performance,Single Family,Natural Gas,
3339.0,1760,0,1,42.3437508,-74.7234404,2018-06-11,Home Performance,Single Family,Oil,1961
6432.0,1032,0,1,42.1013048,-75.9083125,2018-04-13,Home Performance,Single Family,Natural Gas,
4976.0,1334,0,1,43.21118,-75.458425,2018-08-16,Home Performance,Single Family,Natural Gas,1921
5913.0,1490,0,1,43.13596,-77.64898,2019-02-15,Home Performance,Single Family,Natural Gas,1941
3431.0,1100,0,1,43.179715,-77.63689,2018-03-28,Home Performance,Single Family,Natural Gas,1921
7855.0,1656,0,1,44.126425,-76.33173,2019-03-11,Home Performance,Single Family,Propane,1893
3681.0,1144,0,1,42.32444,-77.65898,2019-05-21,Home Performance,Single Family,Natural Gas,1892
3477.0,1832,0,1,43.457085,-76.499485,2018-03-27,Home Performance,Single Family,Natural Gas,1904
4037.0,1049,0,1,42.9797911,-78.8560887,2018-11-27,Home Performance,Single Family,Natural Gas,
575.0,1183,0,1,40.84871,-73.896125,2019-02-18,Electric Reduction,Single Family,Natural Gas,
3470.0,936,0,1,43.16942,-78.69168,2019-07-02,Home Performance,Single Family,Natural Gas,1921
8134.0,1800,0,1,43.1058023,-76.2025329,2019-06-21,Home Performance,Single Family,Natural Gas,
4914.0,868,0,1,43.073475,-76.11265,2018-07-30,Home Performance,Single Family,Natural Gas,1961
4679.0,1658,0,1,42.808975,-75.252735,2019-01-02,Home Performance,Single Family,Oil,1821
1135.0,1500,0,1,42.251635,-73.78808,2019-07-26,Home Performance,Single Family,Oil,1953
1662.0,1800,0,1,43.13596,-77.64898,2019-06-17,Home Performance,Single Family,Natural Gas,1941
4436.0,2106,0,1,43.047035,-76.108085,2018-12-04,Home Performance,Single Family,Natural Gas,<1800
10124.0,1836,0,1,43.227735,-77.18993,2018-10-21,Home Performance,Mobile,Electric,2002
2721.0,976,0,1,43.014355,-75.043565,2018-01-16,Home Performance,Single Family,Natural Gas,
3646.0,800,0,1,42.0553744,-76.1203186,2019-02-04,Home Performance,Single Family,Oil,
6946.0,2400,0,1,40.683445,-73.948505,2019-01-10,Home Performance,Single Family,Natural Gas,
4992.0,1200,0,1,41.6509428,-74.6919539,2018-11-21,Home Performance,Single Family,Oil,1933
4505.0,1865,0,1,42.65199,-75.175475,2019-03-18,Home Performance,Single Family,Oil,
4407.0,1080,0,1,43.227735,-77.18993,2019-05-23,Home Performance,Single Family,Natural Gas,1951
2373.0,1052,0,1,43.073475,-76.11265,2019-02-28,Home Performance,Single Family,Natural Gas,1957
5815.0,1216,0,1,43.181935,-77.60976,2018-09-13,Home Performance,Single Family,Natural Gas,1921
5967.0,986,0,1,41.7192541,-73.9668305,2019-02-11,Home Performance,Single Family,Oil,1903
5355.0,1230,0,1,42.61774,-73.83438,2018-12-03,Home Performance,Single Family,Electric,1986
5114.0,4000,0,1,40.644345,-73.905535,2019-02-28,Home Performance,Single Family,Natural Gas,1923
4426.0,800,0,1,42.089923,-76.0047944,2018-09-04,Home Performance,Single Family,Propane,1996
7008.0,1240,0,1,40.650265,-73.927795,2018-06-28,Home Performance,Single Family,Natural Gas,1923
3941.0,1288,0,1,43.090764,-78.96109,2018-02-20,Home Performance,Single Family,Natural Gas,
7059.0,1720,0,1,43.045125,-76.24271,2019-06-21,Home Performance,Single Family,Natural Gas,
2480.0,3071,0,1,40.9585,-73.839565,2019-08-22,Home Performance,Single Family,Oil,1951
4044.0,1022,0,1,42.93241,-78.80886,2018-09-13,Home Performance,Single Family,Natural Gas,1932
549.0,1040,0,1,43.893455,-75.672485,2019-08-09,Home Performance,Single Family,Electric,1915
6487.0,1293,0,1,43.1058023,-76.2025329,2019-04-11,Home Performance,Single Family,Natural Gas,2001
3650.0,1836,0,1,43.0257179,-76.1480025,2018-10-21,Home Performance,Single Family,Natural Gas,1965
1034.0,1488,0,1,42.820135,-78.82654,2018-08-06,Home Performance,Single Family,Natural Gas,1954
4068.0,1504,0,1,43.10185,-74.77389,2018-10-22,Home Performance,Single Family,Natural Gas,1961
4643.0,1744,0,1,42.7214743,-78.8290294,2018-09-27,Home Performance,Single Family,Natural Gas,
1978.0,1640,0,1,43.00616,-76.17981,2018-06-28,Home Performance,Single Family,Wood,
2700.0,1794,0,1,43.13596,-77.64898,2019-02-15,Home Performance,Single Family,Natural Gas,1941
7442.0,1566,0,1,42.820488763,-78.823528026,2018-12-14,Home Performance,Single Family,Natural Gas,
4157.0,1591,0,1,43.1010822,-75.2472726,2019-05-15,Home Performance,Single Family,Natural Gas,1921
4920.0,1142,0,1,43.079,-75.54118,2018-06-05,Home Performance,Single Family,Natural Gas,1958
1171.0,2436,0,1,42.5328964,-76.8769459,2019-03-28,Home Performance,Single Family,Natural Gas,
1060.0,1680,0,1,42.32757,-73.6176788,2018-05-04,Home Performance,Single Family,Oil,
5186.0,806,0,1,42.93241,-78.80886,2019-02-05,Home Performance,Single Family,Natural Gas,
4026.0,1739,0,1,43.22041,-77.64325,2018-07-26,Home Performance,Single Family,Natural Gas,1953
14355.0,2063,0,1,42.483225,-79.33407,2019-05-15,Home Performance,Single Family,Natural Gas,1904
4931.0,1238,0,1,43.09528,-75.22754,2018-10-11,Home Performance,Single Family,Natural Gas,1961
3256.0,807,0,1,43.181935,-77.60976,2018-01-23,Home Performance,Single Family,Natural Gas,
1710.0,1888,0,1,42.4783937,-77.8492683,2019-01-02,Home Performance,Single Family,Electric,1972
3890.0,2487,0,1,43.2204905,-76.8164533,2019-01-10,Home Performance,Single Family,Natural Gas,1873
6390.0,2259,0,1,40.694725,-73.73937,2018-08-02,Home Performance,Single Family,Natural Gas,1943
3707.0,1526,0,1,43.09528,-75.22754,2018-07-09,Home Performance,Single Family,Natural Gas,1913
1481.0,1872,0,1,43.11882,-77.80509,2019-01-17,Home Performance,Single Family,Natural Gas,1991
2591.0,1434,0,1,40.7265495,-73.2512226,2019-07-11,Home Performance,Single Family,Natural Gas,1955
5781.0,1696,0,1,40.709695,-73.73622,2018-05-23,Home Performance,Single Family,Natural Gas,
3844.0,1504,0,1,43.15242,-77.6379,2018-10-09,Home Performance,Single Family,Oil,1928
4119.0,1960,0,1,40.65926,-73.88949,2018-01-04,Home Performance,Single Family,Natural Gas,1924
9014.0,3000,0,1,43.1010822,-75.2472726,2018-11-02,Home Performance,Single Family,Natural Gas,1871
5159.0,1542,0,1,43.064965,-76.99033,2018-03-20,Home Performance,Single Family,Natural Gas,1854
383.0,800,0,1,41.1106286,-74.0448266,2019-04-04,Home Performance,Single Family,Electric,
4971.0,1411,0,1,43.10496,-77.44189,2018-08-09,Home Performance,Single Family,Oil,1953
623.0,974,0,1,40.874915,-73.867125,2019-06-03,Electric Reduction,Single Family,Natural Gas,
8548.0,2177,0,1,41.606245,-74.17889,2019-07-08,Home Performance,Single Family,Oil,1991
4875.0,1144,0,1,42.64388,-78.540065,2018-12-20,Home Performance,Single Family,Oil,1948
1106.0,1080,0,1,42.49812,-76.30112,2018-06-05,Home Performance,Mobile,Kerosene,1976
5329.0,1136,0,1,43.181935,-77.60976,2018-07-30,Home Performance,Single Family,Natural Gas,
6544.0,1596,0,1,40.75074,-73.823235,2018-10-04,Home Performance,Single Family,Natural Gas,1943
3470.0,1156,0,1,40.74734,-73.76031,2018-07-13,Home Performance,Single Family,Natural Gas,1954
4641.0,1066,0,1,42.87351,-76.983615,2018-03-09,Home Performance,Single Family,Natural Gas,
4078.0,800,0,1,42.660715,-77.05514,2019-05-14,Home Performance,Mobile,Other,
2290.0,1560,0,1,43.13596,-77.64898,2018-12-06,Home Performance,Single Family,Natural Gas,1941
656.0,1068,0,1,43.165865,-77.56504,2018-01-09,Home Performance,Single Family,Natural Gas,
4291.0,2190,0,1,40.595315,-73.971735,2019-07-19,Home Performance,Single Family,Natural Gas,1960
1945.0,800,0,1,40.675801168,-73.74691939,2018-02-23,Home Performance,Single Family,Natural Gas,
403.0,800,0,1,40.874915,-73.867125,2019-03-21,Electric Reduction,Single Family,Natural Gas,
686.0,1980,0,1,43.09528,-75.22754,2018-10-04,Home Performance,Single Family,Natural Gas,
4736.0,1275,0,1,42.820135,-78.82654,2018-09-06,Home Performance,Single Family,Natural Gas,1976
4041.0,1170,0,1,43.165865,-77.56504,2018-02-06,Home Performance,Single Family,Natural Gas,
3855.0,1324,0,1,40.665955,-73.77108,2018-06-25,Home Performance,Single Family,Natural Gas,1976
4983.0,1098,0,1,42.5126029,-74.9780817,2018-08-13,Home Performance,Mobile,Kerosene,1989
380.0,1107,0,1,40.830565,-73.872895,2018-03-30,Electric Reduction,Single Family,Natural Gas,
5130.0,954,0,1,43.000055163,-74.678032242,2018-12-17,Home Performance,Single Family,Oil,1921
5459.0,1500,0,1,43.1307883,-77.5090946,2019-05-28,Home Performance,Single Family,Natural Gas,1971
5607.0,1601,0,1,42.566045,-77.593625,2018-11-27,Home Performance,Single Family,Oil,1861
4990.0,1078,0,1,43.21118,-75.458425,2018-09-04,Home Performance,Single Family,Oil,
3498.0,800,0,1,43.1010822,-75.2472726,2019-02-05,Home Performance,Single Family,Natural Gas,1956
1900.0,900,0,1,43.0200289,-76.1626311,2018-12-26,Home Performance,Single Family,Natural Gas,
8438.0,1248,0,1,42.939525,-73.65703,2019-04-25,Home Performance,Mobile,Oil,
3905.0,820,0,1,42.120305,-79.20028,2019-01-15,Home Performance,Mobile,Natural Gas,1982
7163.0,924,0,1,43.2324863,-76.2209251,2019-07-22,Home Performance,Mobile,Natural Gas,1978
7070.0,1800,0,1,40.72191,-73.51867,2018-08-16,Home Performance,Single Family,Oil,
2766.0,1059,0,1,42.90832,-78.83677,2018-04-27,Home Performance,Single Family,Natural Gas,1931
437.0,800,0,1,40.830565,-73.872895,2018-02-06,Electric Reduction,Single Family,Natural Gas,
1284.0,1167,0,1,43.09528,-75.22754,2018-09-27,Home Performance,Single Family,Natural Gas,1901
5618.0,2079,0,1,43.013815,-78.8776,2018-04-27,Home Performance,Single Family,Natural Gas,
456.0,1112,0,1,40.84992,-73.862915,2018-11-15,Electric Reduction,Single Family,Natural Gas,
7664.0,1064,0,1,43.225795,-77.286155,2019-07-19,Home Performance,Mobile,Natural Gas,1995
497.0,1952,0,1,42.08496,-75.911365,2019-05-23,Electric Reduction,Single Family,Natural Gas,1932
4221.0,1264,0,1,42.820135,-78.82654,2019-02-07,Home Performance,Single Family,Natural Gas,1921
1864.0,1428,0,1,40.73932,-73.791295,2019-02-11,Home Performance,Single Family,Natural Gas,1927
7710.0,1704,0,1,42.90153,-78.693005,2018-11-09,Home Performance,Single Family,Natural Gas,1951
5648.0,2368,0,1,40.61463,-73.923985,2019-01-24,Home Performance,Single Family,Natural Gas,1933
4205.0,1132,0,1,43.21119,-77.696605,2018-05-18,Home Performance,Single Family,Natural Gas,1980
5957.0,3517,0,1,40.743365,-73.85931,2019-06-13,Home Performance,Single Family,Natural Gas,1972
3551.0,1512,0,1,42.915345,-78.865325,2018-08-24,Home Performance,Single Family,Natural Gas,1921
6973.0,1032,0,1,42.7218494,-77.6728114,2019-07-15,Home Performance,Mobile,Other,
584.0,986,0,1,40.874915,-73.867125,2018-05-18,Electric Reduction,Single Family,Natural Gas,
3644.0,1584,0,1,44.042501,-76.2741112,2018-07-23,Home Performance,Single Family,Wood,1987
7035.0,1120,0,1,43.202385,-77.56546,2019-05-02,Home Performance,Single Family,Natural Gas,
6095.0,2309,0,1,42.483225,-79.33407,2019-03-07,Home Performance,Single Family,Natural Gas,
9278.0,2270,0,1,43.711165,-74.97501,2019-04-04,Home Performance,Single Family,Oil,2007
3166.0,1353,0,1,43.25403,-77.613775,2019-03-18,Home Performance,Single Family,Natural Gas,1893
816.0,1700,0,1,43.165635,-77.59645,2018-10-09,Home Performance,Single Family,Natural Gas,1941
5643.0,1120,0,1,42.1850916,-76.667975,2019-06-21,Home Performance,Mobile,Natural Gas,1986
6313.0,1040,0,1,41.1106286,-74.0448266,2018-06-28,Home Performance,Single Family,Natural Gas,1968
684.0,800,0,1,40.660715,-73.915265,2018-06-25,Electric Reduction,Single Family,Natural Gas,1933
4090.0,1092,0,1,43.165865,-77.56504,2019-03-21,Home Performance,Single Family,Natural Gas,1921
6030.0,2814,0,1,40.747185,-73.903685,2019-08-02,Home Performance,Single Family,Natural Gas,1973
3393.0,2706,0,1,40.854405,-73.199,2018-08-30,Home Performance,Single Family,Natural Gas,
4966.0,1120,0,1,40.872455,-73.85094,2018-02-20,Home Performance,Single Family,Natural Gas,1951
4631.0,912,0,1,42.8753602,-78.8019756,2019-07-26,Home Performance,Single Family,Natural Gas,
2680.0,800,0,1,43.31991,-73.837495,2019-08-19,Home Performance,Mobile,Oil,1971
2192.0,1118,0,1,43.120445,-75.29465,2019-03-14,Home Performance,Single Family,Natural Gas,1953
6952.0,1672,0,1,40.626385,-73.942945,2018-07-30,Home Performance,Single Family,Natural Gas,1943
7384.0,960,0,1,40.644345,-73.905535,2018-10-17,Home Performance,Single Family,Natural Gas,1921
2597.0,1974,0,1,43.18742,-76.890915,2019-05-23,Home Performance,Single Family,Natural Gas,1872
6695.0,1020,0,1,41.52438,-74.235195,2019-07-02,Home Performance,Single Family,Oil,1963
1636.0,1546,0,1,43.165635,-77.59645,2018-07-16,Home Performance,Single Family,Natural Gas,1999
8047.0,2156,0,1,40.626385,-73.942945,2019-08-26,Home Performance,Single Family,Natural Gas,1922
6383.0,1449,0,1,43.21119,-77.696605,2018-10-01,Home Performance,Single Family,Natural Gas,1971
7657.0,980,0,1,43.23165,-76.29748,2019-06-28,Home Performance,Mobile,Propane,1993
1984.0,3112,0,1,43.1010822,-75.2472726,2018-02-02,Home Performance,Single Family,Oil,
4435.0,800,0,1,43.02151,-78.96574,2018-09-06,Home Performance,Single Family,Natural Gas,1957
3120.0,1198,0,1,42.226205,-76.185275,2018-10-25,Home Performance,Single Family,Oil,1970
2051.0,1930,0,1,40.709695,-73.73622,2019-05-23,Home Performance,Single Family,Natural Gas,1946
1934.0,1634,0,1,40.67144,-73.81526,2018-07-16,Home Performance,Single Family,Natural Gas,1953
5140.0,1954,0,1,43.014355,-75.043565,2018-09-17,Home Performance,Single Family,Natural Gas,
425.0,1132,0,1,40.874915,-73.867125,2018-10-21,Electric Reduction,Single Family,Natural Gas,
6105.0,1176,0,1,42.8753602,-78.8019756,2019-03-18,Home Performance,Single Family,Natural Gas,1976
2438.0,1344,0,1,40.67632,-73.84231,2018-02-27,Home Performance,Single Family,Oil,1930
5724.0,920,0,1,43.7317869,-73.8184508,2018-09-13,Home Performance,Single Family,Propane,1992
4079.0,800,0,1,42.39757,-75.17759,2019-07-08,Home Performance,Single Family,Propane,2001
4579.0,800,0,1,42.6999555,-75.6144796,2019-03-11,Home Performance,Single Family,Kerosene,1821
7531.0,1168,0,1,43.13596,-77.64898,2019-01-07,Home Performance,Single Family,Natural Gas,
604.0,1067,0,1,40.802,-73.953295,2019-03-07,Electric Reduction,Single Family,Natural Gas,
3900.0,1392,0,1,40.67144,-73.81526,2018-01-02,Home Performance,Single Family,Natural Gas,2021
1297.0,1320,0,1,42.87441,-78.848955,2018-09-27,Home Performance,Single Family,Natural Gas,
6999.0,2000,0,1,42.3586013,-76.2001233,2018-01-16,Home Performance,Single Family,Oil,
4553.0,2585,0,1,43.014355,-75.043565,2018-10-21,Home Performance,Single Family,Natural Gas,1906
9897.0,4000,0,1,40.7821,-73.80042,2019-07-19,Home Performance,Single Family,Natural Gas,2001
6969.0,2280,0,1,41.33131,-74.188885,2018-01-19,Home Performance,Single Family,Electric,1981
543.0,960,0,1,40.84992,-73.862915,2019-08-22,Electric Reduction,Single Family,Natural Gas,
1711.0,1456,0,1,43.09528,-75.22754,2018-06-28,Home Performance,Single Family,Natural Gas,1921
3030.0,1500,0,1,43.165865,-77.56504,2019-05-31,Home Performance,Single Family,Natural Gas,1913
3998.0,800,0,1,43.14476,-77.18748,2019-05-08,Home Performance,Mobile,Natural Gas,
460.0,800,0,1,40.830565,-73.872895,2018-01-29,Electric Reduction,Single Family,Natural Gas,
8194.0,840,0,1,43.02966,-78.87383,2019-02-11,Home Performance,Single Family,Natural Gas,
1603.0,2200,0,1,43.842005,-73.76062,2018-10-21,Home Performance,Single Family,Propane,2011
2003.0,1098,0,1,42.9377832,-75.4632174,2019-03-28,Home Performance,Single Family,Oil,1883
580.0,890,0,1,40.75074,-73.823235,2018-08-13,Home Performance,Single Family,Natural Gas,2008
1849.0,1882,0,1,43.9800463,-75.6114334,2018-11-06,Home Performance,Single Family,Propane,1901
409.0,1300,0,1,41.1106286,-74.0448266,2019-06-28,Home Performance,Single Family,Natural Gas,
7671.0,1120,0,1,42.0556941,-79.1591019,2018-09-20,Home Performance,Single Family,Natural Gas,
9619.0,1250,0,1,42.405515,-77.224275,2018-08-23,Home Performance,Mobile,Propane,1991
7172.0,1008,0,1,42.8753602,-78.8019756,2019-04-16,Home Performance,Single Family,Natural Gas,1922
7076.0,1940,0,1,40.709695,-73.73622,2018-07-26,Home Performance,Single Family,Natural Gas,1938
2033.0,2030,0,1,42.470815,-78.935365,2019-02-15,Home Performance,Single Family,Natural Gas,1836
5478.0,2160,0,1,40.764105,-73.874425,2018-10-01,Home Performance,Single Family,Natural Gas,1948
3996.0,1872,0,1,43.1307883,-77.5090946,2019-07-02,Home Performance,Single Family,Natural Gas,1976
2319.0,800,0,1,42.96566,-78.873825,2018-08-27,Home Performance,Single Family,Natural Gas,
2678.0,1624,0,1,42.26388,-79.70987,2019-07-26,Home Performance,Mobile,Natural Gas,2005
5745.0,924,0,1,43.0519908,-75.4951511,2019-04-22,Home Performance,Mobile,Propane,1984
2300.0,1768,0,1,42.9020816,-73.3526221,2019-02-06,Home Performance,Single Family,Oil,1883
14340.0,2940,0,1,43.16942,-78.69168,2019-04-08,Home Performance,Single Family,Wood,1851
6802.0,1580,0,1,43.21118,-75.458425,2018-09-17,Home Performance,Single Family,Oil,1936
389.0,800,0,1,40.73768,-73.881095,2018-02-06,Electric Reduction,Single Family,Natural Gas,
1946.0,1287,0,1,43.1010822,-75.2472726,2019-08-20,Home Performance,Single Family,Natural Gas,
549.0,1051,0,1,40.82025,-73.855035,2019-06-21,Electric Reduction,Single Family,Natural Gas,
7841.0,2040,0,1,43.0200289,-76.1626311,2018-01-12,Home Performance,Single Family,Natural Gas,
8535.0,1712,0,1,43.20713,-77.600505,2019-04-25,Home Performance,Single Family,Natural Gas,
6970.0,800,0,1,41.7192541,-73.9668305,2018-04-06,Home Performance,Single Family,Propane,1956
5733.0,960,0,1,43.0644068,-77.31804,2019-05-21,Home Performance,Mobile,Oil,
5978.0,2538,0,1,42.96328,-77.13683,2018-01-09,Home Performance,Single Family,Wood,
4910.0,1096,0,1,43.1132878,-75.4031523,2018-06-14,Home Performance,Single Family,Natural Gas,1966
6904.0,3222,0,1,40.892595,-73.85024,2018-08-09,Home Performance,Single Family,Natural Gas,
5269.0,1140,0,1,42.101855,-79.328175,2019-05-23,Home Performance,Single Family,Natural Gas,1956
3773.0,1344,0,1,43.04923,-75.38455,2018-08-27,Home Performance,Single Family,Oil,1841
3371.0,1746,0,1,43.073475,-76.11265,2019-08-26,Home Performance,Single Family,Natural Gas,1931
5225.0,2740,0,1,40.84992,-73.862915,2018-02-12,Home Performance,Single Family,Natural Gas,1934
569.0,1063,0,1,40.825545,-73.892915,2018-03-30,Electric Reduction,Single Family,Natural Gas,
6689.0,1465,0,1,42.0556941,-79.1591019,2018-08-02,Home Performance,Single Family,Propane,1971
5437.0,800,0,1,43.098975,-76.14528,2018-02-27,Home Performance,Single Family,Natural Gas,1934
5857.0,1190,0,1,40.644345,-73.905535,2019-07-19,Home Performance,Single Family,Natural Gas,
4889.0,1800,0,1,43.0257179,-76.1480025,2018-11-06,Home Performance,Single Family,Natural Gas,
7021.0,1450,0,1,41.33131,-74.188885,2019-05-21,Home Performance,Single Family,Oil,
1164.0,1225,0,1,41.340473647,-74.167364226,2019-03-04,Electric Reduction,Single Family,Natural Gas,2001
7171.0,980,0,1,43.405285,-76.121125,2018-07-13,Home Performance,Mobile,Propane,1991
3497.0,1488,0,1,42.8753602,-78.8019756,2019-06-24,Home Performance,Single Family,Natural Gas,
6156.0,2520,0,1,40.64575,-73.95406,2018-02-02,Home Performance,Single Family,Natural Gas,1909
5785.0,3300,0,1,41.11271,-74.069045,2018-06-25,Home Performance,Single Family,Natural Gas,1982
3238.0,1184,0,1,40.67144,-73.81526,2019-01-21,Home Performance,Single Family,Natural Gas,
5565.0,1400,0,1,42.964420003,-78.872034274,2019-03-28,Home Performance,Single Family,Natural Gas,1932
681.0,1073,0,1,40.76568,-73.965665,2018-07-30,Electric Reduction,Single Family,Natural Gas,2004
4999.0,2264,0,1,40.70373,-73.65004,2018-10-11,Home Performance,Single Family,Oil,1971
2066.0,966,0,1,42.8045,-73.93329,2019-08-20,Home Performance,Single Family,Natural Gas,
5623.0,1984,0,1,40.650265,-73.927795,2018-07-23,Home Performance,Single Family,Natural Gas,1902
3618.0,1011,0,1,43.04946,-75.868665,2019-01-17,Home Performance,Single Family,Propane,
3906.0,1116,0,1,40.65926,-73.88949,2018-07-30,Home Performance,Single Family,Natural Gas,1992
5149.0,924,0,1,43.1010822,-75.2472726,2019-05-15,Home Performance,Mobile,Propane,1994
476.0,800,0,1,40.838635,-73.921745,2019-05-31,Electric Reduction,Single Family,Natural Gas,
3909.0,1930,0,1,42.93241,-78.80886,2019-04-18,Home Performance,Single Family,Natural Gas,
4869.0,1285,0,1,43.1010822,-75.2472726,2019-08-22,Home Performance,Single Family,Natural Gas,
4348.0,1432,0,1,40.715095,-73.87718,2018-01-09,Home Performance,Single Family,Natural Gas,1956
4259.0,1021,0,1,43.165635,-77.59645,2018-12-06,Home Performance,Single Family,Natural Gas,1921
6956.0,1200,0,1,42.96328,-77.13683,2018-05-08,Home Performance,Mobile,Natural Gas,1989
2570.0,1678,0,1,42.93241,-78.80886,2018-02-08,Home Performance,Single Family,Natural Gas,
396.0,1003,0,1,40.84058,-73.883295,2018-07-26,Electric Reduction,Single Family,Natural Gas,
6636.0,1344,0,1,42.405515,-77.224275,2018-09-24,Home Performance,Single Family,Propane,1921
7290.0,1398,0,1,43.29767,-75.61509,2018-10-31,Home Performance,Single Family,Electric,1981
7479.0,3900,0,1,40.602305,-73.94562,2019-01-21,Home Performance,Single Family,Natural Gas,1931
3835.0,1000,0,1,42.87441,-78.848955,2018-09-13,Home Performance,Single Family,Natural Gas,
3630.0,891,0,1,43.1010822,-75.2472726,2018-11-09,Home Performance,Single Family,Natural Gas,1957
431.0,894,0,1,40.660715,-73.915265,2018-07-26,Electric Reduction,Single Family,Natural Gas,
2281.0,1232,0,1,43.21118,-75.458425,2019-04-04,Home Performance,Single Family,Natural Gas,1923
1893.0,1442,0,1,43.16463,-77.64152,2019-05-08,Home Performance,Single Family,Natural Gas,
3099.0,1130,0,1,42.835045,-78.753835,2018-05-29,Home Performance,Mobile,Natural Gas,1988
1943.0,1290,0,1,43.0444,-74.860045,2019-02-15,Home Performance,Single Family,Natural Gas,
3470.0,1920,0,1,42.945525,-78.887125,2018-01-23,Home Performance,Single Family,Natural Gas,
7086.0,1050,0,1,41.33131,-74.188885,2019-01-24,Home Performance,Single Family,Natural Gas,2013
7139.0,1568,0,1,43.0684,-75.28726,2019-04-16,Home Performance,Single Family,Natural Gas,
3433.0,1350,0,1,43.090764,-78.96109,2018-01-04,Home Performance,Single Family,Natural Gas,
