Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Home Built Year Range,Project Cost Range,Location_1_latitude,Location_1_Longitude
2023-06-30,503369,Oneida,Oriskany Falls,13425,New York State Electric & Gas,New York State Electric & Gas,2021-11-23,12146.0,Oil,1902,1425,1,Home Performance,Single Family,Building Shell,-1022.0,49.0,6.608000625296087,0,1900 - 1950,10000 - 20000,42.9377832,-75.4632174
2023-06-30,450717,Fulton,Dolgeville,13329,National Grid,National Grid,2020-07-02,8027.0,Kerosene,1974,1219,1,Home Performance,Mobile,Building Shell,301.0,34.0,6.678342114654332,0,1950 - 2000,1000 - 10000,43.10185,-74.77389
2023-06-30,522569,Oneida,Utica,13502,National Grid,National Grid,2021-11-30,6581.0,Oil,,1400,1,Home Performance,Single Family,Building Shell,0.0,43.0,6.792344427470809,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,393057,Oneida,Utica,13502,National Grid,National Grid,2019-11-11,2412.0,Natural Gas,,1620,1,Home Performance,Single Family,Building Shell,510.0,3.0,4.3694478524670215,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,456271,Ontario,Bloomfield,14469,Rochester Gas & Electric,Rochester Gas & Electric,2020-03-18,6639.0,Oil,1984,800,1,Home Performance,Mobile,Building Shell,713.0,15.0,5.950642552587727,0,1950 - 2000,1000 - 10000,42.900925,-77.423415
2023-06-30,506967,Erie,Buffalo,14217,National Fuel Gas Distribution,National Grid,2021-09-14,4874.0,Natural Gas,1930,1382,1,Home Performance,Single Family,Building Shell,0.0,34.0,5.6937321388027,0,1900 - 1950,1000 - 10000,42.96566,-78.873825
2023-06-30,478090,Monroe,Rochester,14623,Rochester Gas & Electric,Rochester Gas & Electric,2021-07-08,12141.0,Natural Gas,1971,1776,1,Home Performance,Single Family,Building Shell,2208.0,35.0,6.267200548541362,0,1950 - 2000,10000 - 20000,43.0975,-77.618575
2023-06-30,497896,Erie,Buffalo,14207,National Fuel Gas Distribution,National Grid,2021-03-30,413.0,Natural Gas,1871,1800,1,Electric Reduction,Single Family,Building Shell,0.0,8.0,4.07753744390572,0,1850-1900,1 - 1000,42.945525,-78.887125
2023-06-30,471249,Albany,Albany,12209,National Grid,National Grid,2020-10-02,6460.0,Natural Gas,1961,1400,1,Home Performance,Single Family,Building Shell,806.0,19.0,5.488937726156687,0,1950 - 2000,1000 - 10000,42.640535,-73.7798
2023-06-30,503484,Tompkins,Trumansburg,14886,New York State Electric & Gas,New York State Electric & Gas,2021-08-19,4721.0,Propane,1981,1064,1,Home Performance,Single Family,Building Shell,0.0,11.0,5.187385805840755,0,1950 - 2000,1000 - 10000,42.54209,-76.663845
2023-06-30,420291,Onondaga,Baldwinsville,13027,National Grid,National Grid,2019-10-17,4342.0,Propane,1869,1719,1,Home Performance,Single Family,Heating and Cooling,510.0,26.0,6.580639137284949,0,1850-1900,1000 - 10000,43.18518,-76.29835
2023-06-30,453535,Cortland,Cortland,13045,New York State Electric & Gas,National Grid,2020-02-07,4186.0,Natural Gas,,800,1,Home Performance,Mobile,Building Shell,343.0,20.0,5.442417710521793,0,Missing,1000 - 10000,42.600225,-76.18184
2023-06-30,492473,Otsego,Unadilla,13849,New York State Electric & Gas,New York State Electric & Gas,2021-04-22,2083.0,Oil,1940,2231,1,Home Performance,Single Family,Building Shell,1050.0,8.0,5.236441962829949,0,1900 - 1950,1000 - 10000,42.3264797,-75.3161649
2023-06-30,396794,Onondaga,Syracuse,13208,National Grid,National Grid,2020-01-07,1615.0,Electric,1941,1352,1,Home Performance,Single Family,Building Shell,510.0,19.0,5.337538079701318,0,1900 - 1950,1000 - 10000,43.0650476,-76.1505831
2023-06-30,408055,Oneida,Durhamville,13054,National Grid,National Grid,2019-09-03,4940.0,Propane,1962,1652,1,Home Performance,Single Family,Building Shell,510.0,16.0,6.09807428216624,0,1950 - 2000,1000 - 10000,43.123315,-75.67175
2023-06-30,493676,Saratoga,Ballston Spa,12020,National Grid,National Grid,2021-07-27,9113.0,Propane,1987,1200,1,Home Performance,Mobile,Building Shell,348.0,23.0,6.340359303727752,0,1950 - 2000,1000 - 10000,43.006105,-73.851605
2023-06-30,461623,Steuben,Arkport,14807,National Fuel Gas Distribution,New York State Electric & Gas,2020-09-29,6115.0,Natural Gas,1908,2822,1,Home Performance,Single Family,Building Shell,568.0,40.0,5.958424693029782,0,1900 - 1950,1000 - 10000,42.39448,-77.691555
2023-06-30,490692,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2021-04-08,9823.0,Natural Gas,1952,1014,1,Home Performance,Single Family,Building Shell,0.0,50.0,6.093569770045136,0,1950 - 2000,1000 - 10000,43.16463,-77.64152
2023-06-30,508227,Bronx,Bronx,10474,Consolidated Edison,Consolidated Edison,2021-06-10,400.0,Natural Gas,,1085,60,Electric Reduction,Single Family,Building Shell,259.0,2.0,4.48863636973214,0,Missing,1 - 1000,40.813225,-73.88711
2023-06-30,482735,Chautauqua,Jamestown,14701,National Fuel Gas Distribution,Municipal,2021-08-10,4901.0,Natural Gas,1896,1124,1,Home Performance,Single Family,Building Shell,0.0,27.0,5.44673737166631,0,1850-1900,1000 - 10000,42.099115,-79.238355
2023-06-30,517972,Erie,Buffalo,14223,National Fuel Gas Distribution,National Grid,2021-09-23,1821.0,Natural Gas,,1012,1,Home Performance,Single Family,Building Shell,510.0,3.0,4.543294782270004,0,Missing,1000 - 10000,42.9797911,-78.8560887
2023-06-30,472345,Ulster,Kingston,12401,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2021-08-26,11379.0,Propane,1991,1152,1,Home Performance,Mobile,Building Shell,510.0,29.0,6.834108738813838,0,1950 - 2000,10000 - 20000,41.93112,-74.002205
2023-06-30,486745,Otsego,Oneonta,13820,New York State Electric & Gas,New York State Electric & Gas,2021-05-11,3848.0,Oil,1961,856,1,Home Performance,Single Family,Building Shell,510.0,10.0,5.476463551931511,0,1950 - 2000,1000 - 10000,42.45785,-75.061825
2023-06-30,433633,Livingston,Lima,14485,National Grid,National Grid,2019-10-24,5076.0,Electric,,896,1,Home Performance,Single Family,Building Shell,0.0,25.0,6.371611847231857,0,Missing,1000 - 10000,42.90499,-77.611445
2023-06-30,478897,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2021-03-30,5279.0,Natural Gas,1966,1350,1,Home Performance,Single Family,Building Shell,301.0,58.0,6.248042874508429,0,1950 - 2000,1000 - 10000,43.181935,-77.60976
2023-06-30,492289,Erie,Buffalo,14204,National Fuel Gas Distribution,National Grid,2021-03-23,4387.0,Natural Gas,1920,1470,1,Home Performance,Single Family,Building Shell,510.0,12.0,4.941642422609304,0,1900 - 1950,1000 - 10000,42.87854,-78.862095
2023-06-30,493615,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2021-09-16,7337.0,Natural Gas,,1304,1,Home Performance,Mobile,Building Shell,0.0,25.0,5.521460917862246,0,Missing,1000 - 10000,43.16942,-78.69168
2023-06-30,413618,Broome,Whitney Point,13862,New York State Electric & Gas,New York State Electric & Gas,2019-10-28,4246.0,Oil,1871,1875,1,Home Performance,Single Family,Building Shell,0.0,19.0,6.025865973825314,0,1850-1900,1000 - 10000,42.32806,-75.97066
2023-06-30,495952,Kings,Brooklyn,11212,National Grid,Consolidated Edison,2021-04-20,7164.0,Natural Gas,1932,4000,1,Home Performance,Single Family,Building Shell,932.0,59.0,7.01211529430638,0,1900 - 1950,1000 - 10000,40.660715,-73.915265
2023-06-30,416930,Onondaga,Syracuse,13208,National Grid,National Grid,2020-01-21,16229.0,Natural Gas,1946,1452,1,Home Performance,Single Family,Building Shell,893.0,70.0,6.516193076042964,0,1900 - 1950,10000 - 20000,43.0650476,-76.1505831
2023-06-30,506782,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2021-07-01,12712.0,Natural Gas,1941,1790,1,Home Performance,Single Family,Building Shell,510.0,108.0,6.900730664045173,0,1900 - 1950,10000 - 20000,42.8753602,-78.8019756
2023-06-30,485283,Cortland,Cortland,13045,New York State Electric & Gas,National Grid,2021-01-14,8308.0,Natural Gas,,1107,1,Home Performance,Single Family,Building Shell,510.0,23.0,5.631211781821365,0,Missing,1000 - 10000,42.600225,-76.18184
2023-06-30,512448,Madison,Madison,13402,New York State Electric & Gas,New York State Electric & Gas,2021-12-07,8925.0,Oil,,1483,1,Home Performance,Single Family,Building Shell,397.0,17.0,5.966146739123692,0,Missing,1000 - 10000,42.8996135,-75.5168926
2023-06-30,421146,Erie,Buffalo,14212,National Fuel Gas Distribution,National Grid,2019-09-09,3198.0,Natural Gas,,920,1,Home Performance,Single Family,Building Shell,0.0,9.0,4.1588830833596715,0,Missing,1000 - 10000,42.8937408,-78.83448
2023-06-30,465856,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,2020-12-01,8682.0,Natural Gas,,1503,1,Home Performance,Single Family,Building Shell,0.0,75.0,6.309918278226516,0,Missing,1000 - 10000,42.93241,-78.80886
2023-06-30,420347,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2019-12-10,6323.0,Natural Gas,1931,2312,1,Home Performance,Single Family,Building Shell,810.0,20.0,5.497168225293202,0,1900 - 1950,1000 - 10000,43.16463,-77.64152
2023-06-30,481385,Suffolk,Brentwood,11717,National Grid,Long Island Power Authority,2021-05-06,5638.0,Oil,1971,1362,1,Home Performance,Single Family,Building Shell,410.0,18.0,6.118097198041348,0,1950 - 2000,1000 - 10000,40.78067,-73.248705
2023-06-30,496692,Monroe,Rochester,14608,Rochester Gas & Electric,Rochester Gas & Electric,2021-11-08,502.0,Natural Gas,1922,1200,1,Electric Reduction,Single Family,Building Shell,1390.0,1.0,5.017279836814924,0,1900 - 1950,1 - 1000,43.16379,-77.62659
2023-06-30,411282,Onondaga,East Syracuse,13057,National Grid,National Grid,2019-10-31,5150.0,Natural Gas,,1225,1,Home Performance,Single Family,Building Shell,0.0,29.0,5.472270673671475,0,Missing,1000 - 10000,43.070035,-76.07701
2023-06-30,420619,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2020-01-07,3821.0,Natural Gas,1921,1916,1,Home Performance,Single Family,Building Shell,0.0,28.0,5.327876168789581,0,1900 - 1950,1000 - 10000,42.8753602,-78.8019756
2023-06-30,511396,Queens,Queens,11434,National Grid,Consolidated Edison,2021-08-19,10992.0,Natural Gas,1992,2024,1,Home Performance,Single Family,Building Shell,932.0,61.0,7.040536390215956,0,1950 - 2000,10000 - 20000,40.665955,-73.77108
2023-06-30,418918,Queens,Queens,11357,Consolidated Edison,Consolidated Edison,2019-12-03,8681.0,Natural Gas,,2578,1,Home Performance,Single Family,Building Shell,510.0,59.0,6.666956792429207,0,Missing,1000 - 10000,40.7821,-73.80042
2023-06-30,475752,Wayne,Williamson,14589,Rochester Gas & Electric,Rochester Gas & Electric,2020-10-22,4257.0,Natural Gas,,946,1,Home Performance,Single Family,Building Shell,612.0,19.0,5.37989735354046,0,Missing,1000 - 10000,43.227735,-77.18993
2023-06-30,483719,Oneida,Camden,13316,National Grid,National Grid,2021-04-27,5726.0,Oil,,1834,1,Home Performance,Single Family,Building Shell,0.0,19.0,5.834810737062605,0,Missing,1000 - 10000,43.3367062,-75.7482485
2023-06-30,501361,Kings,Brooklyn,11207,National Grid,Consolidated Edison,2021-08-12,3964.0,Natural Gas,1909,1598,2,Home Performance,Single Family,Building Shell,940.0,22.0,6.297109319933935,0,1900 - 1950,1000 - 10000,40.65926,-73.88949
2023-06-30,484349,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2021-09-21,6384.0,Natural Gas,,1444,1,Home Performance,Single Family,Building Shell,510.0,39.0,6.57507584059962,0,Missing,1000 - 10000,40.644345,-73.905535
2023-06-30,515479,Oneida,Yorkville,13495,National Grid,National Grid,2021-11-02,13108.0,Natural Gas,,1056,1,Home Performance,Single Family,Building Shell,510.0,62.0,6.601230118728877,0,Missing,10000 - 20000,43.11215,-75.274725
2023-06-30,385666,Rockland,Monsey,10952,Orange & Rockland,Orange & Rockland,2020-01-06,5810.0,Natural Gas,,1736,1,Home Performance,Single Family,Building Shell,343.0,34.0,6.126869184114185,0,Missing,1000 - 10000,41.11271,-74.069045
2023-06-30,491485,Albany,Albany,12202,National Grid,National Grid,2021-04-15,4686.0,Electric,,1188,1,Home Performance,Single Family,Building Shell,208.0,13.0,4.890349128221754,0,Missing,1000 - 10000,42.640635,-73.759225
2023-06-30,468991,Steuben,Savona,14879,National Fuel Gas Distribution,New York State Electric & Gas,2020-10-22,6578.0,Oil,1985,944,1,Home Performance,Mobile,Building Shell,200.0,22.0,6.139884552226255,0,1950 - 2000,1000 - 10000,42.2844594,-77.2163307
2023-06-30,443979,Onondaga,Liverpool,13088,National Grid,National Grid,2020-03-26,4422.0,Natural Gas,1981,800,1,Home Performance,Single Family,Building Shell,0.0,35.0,5.680172609017068,0,1950 - 2000,1000 - 10000,43.1058023,-76.2025329
2023-06-30,514473,Madison,Canastota,13032,National Grid,National Grid,2021-10-21,7016.0,Oil,,1300,1,Home Performance,Single Family,Building Shell,0.0,24.0,6.045005314036012,0,Missing,1000 - 10000,43.080275,-75.754895
2023-06-30,469615,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2020-12-10,1730.0,Natural Gas,1911,2340,1,Home Performance,Single Family,Building Shell,510.0,12.0,5.0238805208462765,0,1900 - 1950,1000 - 10000,43.1983016,-77.6344761
2023-06-30,437895,Oswego,Constantia,13044,National Grid,National Grid,2020-01-06,4376.0,Propane,1966,800,1,Home Performance,Mobile,Building Shell,343.0,30.0,6.78332520060396,0,1950 - 2000,1000 - 10000,43.251739,-76.0014661
2023-06-30,491057,Wayne,Sodus,14551,Rochester Gas & Electric,Rochester Gas & Electric,2021-03-30,6776.0,Natural Gas,,1428,1,Home Performance,Single Family,Building Shell,0.0,18.0,5.0369526024136295,0,Missing,1000 - 10000,43.23611,-77.06489
2023-06-30,500482,Oneida,Utica,13502,National Grid,National Grid,2021-10-07,7339.0,Natural Gas,,2460,1,Home Performance,Single Family,Building Shell,804.0,13.0,5.480638923341991,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,422831,Otsego,Mount Vison,13810,New York State Electric & Gas,New York State Electric & Gas,2020-08-06,4887.0,Oil,1901,2469,1,Home Performance,Single Family,Building Shell,510.0,20.0,6.317164686747284,0,1900 - 1950,1000 - 10000,42.6199553,-75.094972
2023-06-30,478882,Jefferson,Watertown,13601,National Grid,National Grid,2020-10-29,4364.0,Natural Gas,1987,800,1,Home Performance,Mobile,Building Shell,443.0,17.0,5.236441962829949,0,1950 - 2000,1000 - 10000,43.9757948,-75.9049969
2023-06-30,436990,Kings,Brooklyn,11234,National Grid,Consolidated Edison,2020-02-10,6407.0,Natural Gas,1927,2014,1,Home Performance,Single Family,Building Shell,259.0,39.0,6.222576268071369,0,1900 - 1950,1000 - 10000,40.61463,-73.923985
2023-06-30,437121,Queens,Queens,11434,National Grid,Consolidated Edison,2020-01-28,8088.0,Natural Gas,2011,3154,1,Home Performance,Single Family,Building Shell,0.0,49.0,6.326149473155099,0,2000 - 2025,1000 - 10000,40.665955,-73.77108
2023-06-30,431443,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2019-11-11,5636.0,Natural Gas,1975,1872,1,Home Performance,Single Family,Building Shell,510.0,64.0,6.507277712385012,0,1950 - 2000,1000 - 10000,43.16942,-78.69168
2023-06-30,437214,Oneida,Whitesboro,13492,National Grid,National Grid,2020-07-21,8046.0,Natural Gas,,806,1,Home Performance,Single Family,Building Shell,816.0,26.0,5.71042701737487,0,Missing,1000 - 10000,43.120445,-75.29465
2023-06-30,515146,Erie,Buffalo,14218,National Fuel Gas Distribution,National Grid,2021-09-28,1848.0,Natural Gas,,800,1,Home Performance,Mobile,Building Shell,1054.0,1.0,4.9344739331306915,0,Missing,1000 - 10000,42.820135,-78.82654
2023-06-30,509291,Queens,Queens,11427,National Grid,Consolidated Edison,2021-12-22,3453.0,Natural Gas,1946,3003,1,Home Performance,Single Family,Building Shell,510.0,31.0,6.385194398997726,0,1900 - 1950,1000 - 10000,40.732545,-73.739445
2023-06-30,471972,Madison,Munnsville,13409,National Grid,National Grid,2020-12-03,6470.0,Propane,,1600,1,Home Performance,Single Family,Building Shell,0.0,6.0,4.948759890378168,0,Missing,1000 - 10000,42.9802694,-75.5864958
2023-06-30,453297,Onondaga,Syracuse,13205,National Grid,National Grid,2020-08-04,2884.0,Natural Gas,,968,1,Home Performance,Single Family,Building Shell,565.0,19.0,5.3706380281276624,0,Missing,1000 - 10000,43.0257179,-76.1480025
2023-06-30,487644,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2021-09-28,4108.0,Natural Gas,1930,1482,1,Home Performance,Single Family,Building Shell,510.0,12.0,5.4680601411351315,0,1900 - 1950,1000 - 10000,40.650265,-73.927795
2023-06-30,478898,Dutchess,Pleasant Valley,12569,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2021-02-02,8457.0,Propane,1981,938,1,Home Performance,Mobile,Building Shell,520.0,19.0,6.220590170099739,0,1950 - 2000,1000 - 10000,41.7494159,-73.8286379
2023-06-30,460369,Tioga,Newark Valley,13811,New York State Electric & Gas,New York State Electric & Gas,2020-07-02,5022.0,Propane,,1064,1,Home Performance,Mobile,Building Shell,0.0,18.0,6.082218910376446,0,Missing,1000 - 10000,42.226205,-76.185275
2023-06-30,457677,Washington,Fort Ann,12827,National Grid,National Grid,2020-08-20,4555.0,Oil,1921,2448,1,Home Performance,Single Family,Building Shell,710.0,15.0,5.831882477283517,0,1900 - 1950,1000 - 10000,43.414535,-73.492175
2023-06-30,420304,Oswego,Oswego,13126,National Grid,National Grid,2019-09-25,3800.0,Natural Gas,1921,1080,1,Home Performance,Single Family,Building Shell,510.0,7.0,4.6913478822291435,0,1900 - 1950,1000 - 10000,43.457085,-76.499485
2023-06-30,476981,Tompkins,Freeville,13068,New York State Electric & Gas,New York State Electric & Gas,2021-03-25,6010.0,Natural Gas,,910,1,Home Performance,Mobile,Building Shell,1010.0,24.0,5.808142489980444,0,Missing,1000 - 10000,42.51216,-76.350175
2023-06-30,492482,Onondaga,Syracuse,13205,National Grid,National Grid,2021-07-15,4909.0,Natural Gas,,1536,1,Home Performance,Single Family,Building Shell,368.0,19.0,5.198497031265826,0,Missing,1000 - 10000,43.0257179,-76.1480025
2023-06-30,491923,Erie,Buffalo,14220,National Fuel Gas Distribution,National Grid,2021-08-02,6746.0,Natural Gas,,1624,1,Home Performance,Single Family,Building Shell,285.0,45.0,6.049733455231958,0,Missing,1000 - 10000,42.852935,-78.826155
2023-06-30,472983,Sullivan,Wurtsboro,12790,Orange & Rockland,Orange & Rockland,2021-03-11,6997.0,Propane,1931,848,1,Home Performance,Single Family,Building Shell,1152.0,20.0,6.38856140554563,0,1900 - 1950,1000 - 10000,41.595875,-74.5005
2023-06-30,483817,Oneida,Rome,13440,National Grid,National Grid,2021-05-25,3414.0,Natural Gas,,1540,1,Home Performance,Single Family,Building Shell,0.0,12.0,4.61512051684126,0,Missing,1000 - 10000,43.21118,-75.458425
2023-06-30,474805,Oneida,Clinton,13323,National Grid,National Grid,2021-03-02,11721.0,Oil,1821,2142,1,Home Performance,Single Family,Building Shell,1571.0,65.0,7.174724309836376,0,1800 - 1850,10000 - 20000,43.04923,-75.38455
2023-06-30,433650,Herkimer,Cold Brook,13324,National Grid,National Grid,2019-12-13,6827.0,Propane,,1575,1,Home Performance,Single Family,Building Shell,259.0,29.0,6.522092798170152,0,Missing,1000 - 10000,43.3177836,-75.0859643
2023-06-30,468013,Queens,Queens,11413,National Grid,Consolidated Edison,2021-06-24,1474.0,Natural Gas,1941,1248,1,Home Performance,Single Family,Building Shell,510.0,1.0,4.8283137373023015,0,1900 - 1950,1000 - 10000,40.675365,-73.75155
2023-06-30,523106,Saratoga,Middle Grove,12850,National Grid,National Grid,2021-12-03,6711.0,Kerosene,,952,1,Home Performance,Mobile,Building Shell,460.0,22.0,5.996452088619021,0,Missing,1000 - 10000,43.1321907,-73.970386
2023-06-30,430473,Kings,Brooklyn,11205,National Grid,Consolidated Edison,2019-09-30,496.0,Natural Gas,,1664,1,Home Performance,Single Family,Building Shell,460.0,2.0,4.820281565605037,0,Missing,1 - 1000,40.69339,-73.966385
2023-06-30,481399,Monroe,Churchville,14428,Rochester Gas & Electric,National Grid,2020-12-22,7834.0,Natural Gas,,2203,1,Home Performance,Single Family,Building Shell,1041.0,39.0,6.331501849893691,0,Missing,1000 - 10000,43.10182,-77.88467
2023-06-30,459204,Monroe,Rochester,14612,Rochester Gas & Electric,Rochester Gas & Electric,2020-09-29,6889.0,Natural Gas,1990,1850,1,Home Performance,Single Family,Building Shell,510.0,37.0,5.8916442118257715,0,1950 - 2000,1000 - 10000,43.25403,-77.613775
2023-06-30,511215,Bronx,Bronx,10460,Consolidated Edison,Consolidated Edison,2021-06-10,572.0,Natural Gas,,1381,20,Electric Reduction,Single Family,Building Shell,393.0,1.0,4.634728988229636,0,Missing,1 - 1000,40.84058,-73.883295
2023-06-30,455203,Ontario,Bloomfield,14469,Rochester Gas & Electric,Rochester Gas & Electric,2020-02-21,4626.0,Propane,,800,1,Home Performance,Mobile,Building Shell,0.0,15.0,5.8664680569332965,0,Missing,1000 - 10000,42.900925,-77.423415
2023-06-30,467465,Nassau,Roosevelt,11575,National Grid,Long Island Power Authority,2021-02-25,2883.0,Oil,1956,1980,1,Home Performance,Single Family,Building Shell,770.0,8.0,5.857933154483459,0,1950 - 2000,1000 - 10000,40.679975,-73.584125
2023-06-30,518801,Oswego,Fulton,13069,National Grid,National Grid,2021-10-21,7795.0,Propane,,1296,1,Home Performance,Mobile,Building Shell,510.0,21.0,6.182084906716632,0,Missing,1000 - 10000,43.325035,-76.41174
2023-06-30,465242,Monroe,Rochester,14613,Rochester Gas & Electric,Rochester Gas & Electric,2020-09-10,5456.0,Natural Gas,1911,1248,1,Home Performance,Single Family,Building Shell,443.0,35.0,5.811140992976701,0,1900 - 1950,1000 - 10000,43.179715,-77.63689
2023-06-30,497667,Erie,Buffalo,14221,National Fuel Gas Distribution,National Grid,2021-08-19,5615.0,Natural Gas,1961,1724,1,Home Performance,Single Family,Building Shell,208.0,23.0,5.41610040220442,0,1950 - 2000,1000 - 10000,42.9681916,-78.7376476
2023-06-30,437686,Monroe,Rochester,14607,Rochester Gas & Electric,Rochester Gas & Electric,2020-03-18,6623.0,Natural Gas,,3030,1,Home Performance,Single Family,Building Shell,0.0,44.0,5.908082938168931,0,Missing,1000 - 10000,43.152045,-77.595065
2023-06-30,461376,Oswego,Phoenix,13135,National Grid,National Grid,2020-06-25,8371.0,Natural Gas,1984,1385,1,Home Performance,Mobile,Building Shell,510.0,51.0,6.159095388491933,0,1950 - 2000,1000 - 10000,43.23165,-76.29748
2023-06-30,470409,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2021-09-14,5670.0,Natural Gas,1900,1358,1,Home Performance,Single Family,Building Shell,510.0,14.0,5.209486152841421,0,1850-1900,1000 - 10000,42.8753602,-78.8019756
2023-06-30,452688,Rockland,New Square,10977,Orange & Rockland,Orange & Rockland,2020-03-25,1219.0,Natural Gas,,1946,1,Electric Reduction,Single Family,Building Shell,695.0,2.0,4.990432586778736,0,Missing,1000 - 10000,41.14075788,-74.030397548
2023-06-30,426322,Erie,Lackawanna,14218,National Fuel Gas Distribution,National Grid,2019-12-10,6415.0,Natural Gas,1970,880,1,Home Performance,Mobile,Building Shell,0.0,35.0,5.54907608489522,0,1950 - 2000,1000 - 10000,42.820488763,-78.823528026
2023-06-30,514183,Oneida,Holland Patent,13354,National Grid,National Grid,2021-12-07,5243.0,Propane,,1008,1,Home Performance,Single Family,Building Shell,368.0,18.0,6.042632833682381,0,Missing,1000 - 10000,43.2437358,-75.2562974
2023-06-30,433737,Fulton,Dolgeville,13329,National Grid,National Grid,2020-03-10,6998.0,Natural Gas,,1416,1,Home Performance,Single Family,Building Shell,410.0,43.0,5.988961416889864,0,Missing,1000 - 10000,43.10185,-74.77389
2023-06-30,463604,Nassau,Bellmore,11710,National Grid,Long Island Power Authority,2021-07-22,6023.0,Oil,1970,2324,1,Home Performance,Single Family,Building Shell,570.0,25.0,6.60934924316738,0,1950 - 2000,1000 - 10000,40.6657421,-73.5287341
2023-06-30,522104,Fulton,Saint Johnsville,13452,National Grid,National Grid,2021-12-09,9282.0,Oil,,2000,1,Home Performance,Single Family,Building Shell,585.0,45.0,6.8885724595653635,0,Missing,1000 - 10000,43.0448856,-74.6003928
2023-06-30,414459,Columbia,New Lebanon,12125,National Grid,New York State Electric & Gas,2019-12-03,6111.0,Oil,,4000,1,Home Performance,Single Family,Building Shell,410.0,50.0,6.86171134048073,0,Missing,1000 - 10000,42.4758714,-73.3788967
2023-06-30,514253,Bronx,Bronx,10467,Consolidated Edison,Consolidated Edison,2021-07-06,404.0,Other,,1261,2,Electric Reduction,Single Family,Building Shell,259.0,1.0,4.30406509320417,0,Missing,1 - 1000,40.874915,-73.867125
2023-06-30,486932,Livingston,Caledonia,14423,Rochester Gas & Electric,National Grid,2021-03-16,7100.0,Natural Gas,1941,1860,1,Home Performance,Single Family,Building Shell,410.0,21.0,5.393627546352362,0,1900 - 1950,1000 - 10000,42.9703172,-77.8498331
2023-06-30,420336,Chemung,Lowman,14861,New York State Electric & Gas,New York State Electric & Gas,2020-02-18,9262.0,Propane,1997,1064,1,Home Performance,Mobile,Building Shell,114.0,38.0,6.903747257584598,0,1950 - 2000,1000 - 10000,42.10071,-76.692585
2023-06-30,466932,Washington,Hudson Falls,12839,National Grid,National Grid,2020-09-29,4297.0,Kerosene,1989,1040,1,Home Performance,Mobile,Building Shell,1133.0,52.0,5.501258210544727,0,1950 - 2000,1000 - 10000,43.30083,-73.58095
2023-06-30,418019,Dutchess,Wingdale,12594,New York State Electric & Gas,New York State Electric & Gas,2019-10-28,5541.0,Oil,,800,1,Home Performance,Single Family,Building Shell,0.0,19.0,5.720311776607412,0,Missing,1000 - 10000,41.662094,-73.549641
2023-06-30,466893,Chenango,Norwich,13815,New York State Electric & Gas,New York State Electric & Gas,2021-01-14,1037.0,Natural Gas,1977,800,1,Home Performance,Mobile,Building Shell,426.0,3.0,4.2626798770413155,0,1950 - 2000,1000 - 10000,42.5311852,-75.521324
2023-06-30,407738,Chautauqua,Falconer,14733,National Fuel Gas Distribution,Municipal,2019-09-03,5115.0,Natural Gas,1922,1440,1,Home Performance,Single Family,Building Shell,0.0,35.0,5.545177444479562,0,1900 - 1950,1000 - 10000,42.120305,-79.20028
2023-06-30,480060,Kings,Brooklyn,11203,National Grid,Consolidated Edison,2021-03-16,8399.0,Natural Gas,1931,1328,1,Home Performance,Single Family,Building Shell,632.0,47.0,6.946013991099227,0,1900 - 1950,1000 - 10000,40.650265,-73.927795
2023-06-30,523419,Queens,Queens,11412,National Grid,Consolidated Edison,2021-11-09,9790.0,Natural Gas,,1302,1,Home Performance,Single Family,Building Shell,510.0,62.0,6.966967138613983,0,Missing,1000 - 10000,40.692835,-73.75811
2023-06-30,421125,Kings,Brooklyn,11236,National Grid,Consolidated Edison,2019-10-10,4934.0,Natural Gas,,1368,1,Home Performance,Single Family,Building Shell,510.0,36.0,6.261491684321042,0,Missing,1000 - 10000,40.644345,-73.905535
